url,name,status,kind,reason,startup,ratio,kbps,declared_kbps,n_variants,res,target,window,endlist,attempts_a,attempts_b,score,channel,cc
https://3abn.bozztv.com/3abn2/Pro_live/smil:Pro_live.smil/playlist.m3u8,3ABN Proclaim! Network,OK,hls,,0.93,17.66,1838,1928,3,1280x720,8,36.0,0,1,1,88.2,3ABNProclaimNetwork.us,us
https://3abn.bozztv.com/3abn/3abn_uganda_live/index.m3u8,3ABN TV Uganda (720p) [Not 24/7],DEAD,,http_404,,,,,,,,,,1,0,4.0,3ABNTVUganda.ug,ug
https://3awlive.akamaized.net/hls/live/2032295/3AW/index.m3u8,3AW Melbourne (1080p),DEAD,hls,media_http_404,,,,8500,6,1280x720,,,,1,1,17.3,3AW.au,au
https://directes-tv-int.3catdirectes.cat/live-content/beauties-hls/master.m3u8,3Cat Càmeres del temps (1080p),OK,hls,,3.09,95.9,3036,4128,3,1920x1080,6,7200.0,0,1,1,63.7,3CatCameresdeltemps.es,es
https://directes-tv-cat.3catdirectes.cat/live-content/oca1-hls/master.m3u8,3Cat Exclusiu 1 (1080p) [Geo-blocked],DEAD,,http_403,,,,,,,,,,1,0,4.0,3CatExclusiu1.es,es
https://directes-tv-cat.3catdirectes.cat/live-content/oca2-hls/master.m3u8,3Cat Exclusiu 2 (1080p) [Geo-blocked],DEAD,,http_403,,,,,,,,,,1,0,4.0,3CatExclusiu2.es,es
https://directes-tv-cat.3catdirectes.cat/live-content/oca3-hls/master.m3u8,3Cat Exclusiu 3 (1080p) [Geo-blocked],DEAD,,http_403,,,,,,,,,,1,0,4.0,3CatExclusiu3.es,es
https://fast-tailor.3catdirectes.cat/v1/channel/ccma-channel2/hls.m3u8,3Cat Plats bruts (1080p),OK,hls,,2.54,7.71,3882,4483,3,1920x1080,7,66.0,0,1,1,59.6,3CatPlatsbruts.es,es
https://directes-tv-int.3catdirectes.cat/live-origin/canal324-hls/master.m3u8,3CatInfo (1080p),OK,hls,,1.6,5.33,3749,4128,3,1920x1080,6,7200.0,0,1,2,70.5,3CatInfo.es,es
https://live-us1.thaimomo.com/live-as/ch3hd-3/playlist.m3u8,3HD,OK,hls,,0.57,29.48,2297,2313,1,1024x576,15,30.0,0,1,1,89.0,3HD.th,th
https://zdf-hls-18.akamaized.net/hls/live/2016501/dach/high/master.m3u8,3sat (720p) [Geo-blocked],DEAD,,http_403,,,,,,,,,,1,0,4.0,3sat.de,de
https://goliveafrica.media:9998/live/64d21e682fd26/index.m3u8,3 Stones TV (240p) [Not 24/7],DEAD,,http_404,,,,,,,,,,1,0,4.0,3StonesTV.ke,ke
https://4afghls.persiana.live/hls/stream.m3u8,4 Afghanistan,DEAD,,tls,,,,,,,,,,1,0,4.0,4Afghanistan.fr,fr
https://rds3.desdeparaguay.net/4dmasnoticiastv/4dmasnoticiastv/playlist.m3u8,4DmásNoticias TV (1080p) [Not 24/7],DEAD,,timeout,,,,,,,,,,2,0,4.0,4DmasNoticiasTV.py,py
http://eu2.tv4e.gr:554/live/smil:myStream.sdp.smil/playlist.m3u8,4E (1080p),OK,hls,,3.63,4.17,1826,2500,6,1920x1080,11,31.0,0,1,2,33.9,4E.gr,gr
http://stream.mcquack.net/258/index.m3u8,4ever Cinema (1080p),OK,hls,,2.13,3.76,3040,4040,1,1920x1080,6,24.0,0,1,1,47.5,4everCinema.ua,ua
http://stream.mcquack.net/260/index.m3u8,4ever Drama (1080p),OK,hls,,2.22,3.67,4275,4170,1,1920x1080,6,24.0,0,1,1,46.0,4everDrama.ua,ua
http://stream.mcquack.net/257/index.m3u8,4ever Music (1080p),OK,hls,,2.22,3.84,3425,3550,1,1920x1080,6,24.0,0,1,1,46.3,4everMusic.ua,ua
http://stream.mcquack.net/259/index.m3u8,4ever Theater (1080p),OK,hls,,2.29,3.45,4171,4120,1,1920x1080,6,24.0,0,1,1,44.4,4everTheater.ua,ua
https://stream.4fun.tv:8889/hls/4fk_high/index.m3u8,4 Fun Kids (576i),SLOW,hls,,8.83,0.76,577,,1,,7,35.6,0,1,1,4.0,4FunKids.pl,pl
https://stream.4fun.tv:8888/hls/4f_high/index.m3u8,4 Fun TV (576i) [Not 24/7],DEAD,hls,segment_timeout,,,,,1,,7,39.5,0,1,1,4.0,4FunTV.pl,pl
https://4kuhls.persiana.live/hls/stream.m3u8,4 Kurd,OK,hls,,1.24,5.21,1696,,1,,5,100.0,0,1,1,59.7,4Kurd.fr,fr
https://cdn-4.pishow.tv/live/1007/master.m3u8,4TV News (576p),DEAD,,http_404,,,,,,,,,,1,0,4.0,4TVNews.in,in
https://hls.4utv.live/hls/stream.m3u8,4U TV (720p),OK,hls,,1.18,5.6,1068,,1,,5,100.0,0,1,1,61.2,4UTV.tr,tr
http://158.69.124.9:1935/5aabtv/5aabtv/playlist.m3u8,5AAB TV (720p) [Not 24/7],OK,hls,,0.32,44.04,2603,2612,1,1280x720,12,30.0,0,1,1,90.5,5AABTV.ca,ca
https://jmp2.uk/plu-5d2c571faeb3e2738ae27933.m3u8,5 Cops,OK,hls,,0.69,116.69,2916,3063,3,,5,25.0,0,1,1,91.7,5Cops.us,us
https://cdn-dvr.ntv.ru/5_minut_tishiny/index.m3u8,5 minut tishiny (1080p),OK,hls,,2.66,4.58,2791,2810,2,1280x720,6,24.0,0,1,1,50.6,5minuttishiny.ru,ru
https://mmtvs.exliatycl.online/5plus/stream.m3u8,5 Plus (720p),DEAD,,http_530,,,,,,,,,,1,0,4.0,5Plus.mm,mm
http://stream.mcquack.net/41/index.m3u8,5Sport (1080p),OK,hls,,2.19,2.94,5866,5960,1,1920x1080,5,20.0,0,1,1,44.5,5Sport.il,il
https://617c5175c970b.streamlock.net:4444/tvcinco/live1/playlist.m3u8,5tv,OK,hls,,2.74,5.4,433,486,1,1080x608,19,25.0,0,1,1,42.0,5tv.ar,ar
https://streaming.televizor-24-tochka.ru/live/8.m3u8,5 Канал,OK,hls,,2.93,4.39,2377,2096,3,1024x576,4,28.0,0,1,2,45.1,Channel5.ru,ru
https://6prlive.akamaized.net/hls/live/2033806/6PR/index.m3u8,6PR Perth (1080p),DEAD,hls,media_http_404,,,,8500,6,1920x1080,,,,1,1,20.0,6PR.au,au
http://stream.mcquack.net/405/index.m3u8,6 sotok (1080p),OK,hls,,2.21,2.96,5058,5180,1,1920x1080,6,21.2,0,1,1,44.2,6sotok.ua,ua
http://145.239.5.177/314/index.m3u8,6ter (1080p),DEAD,,http_403,,,,,,,,,,1,0,0.0,6ter.fr,fr
https://yuppparoriglin.akamaized.net/181224/smil:6tv.smil/playlist.m3u8?hdnts=st=1735898689~exp=1835898688~acl=*~hmac=f5fe24724fe05481e3841f9eb5ab8efdee0a3dd83645ae9dcf45703f525bab7b,6 TV Telugu (576p),OK,hls,,0.52,38.73,2077,1928,2,704x396,4,32.0,0,1,1,97.1,6TVTelugu.in,in
https://live.enhdtv.com:8081/8150/index.m3u8,6 Wise Tv (720p),OK,hls,,0.79,17.5,900,930,1,1280x720,7,22.2,0,1,1,82.3,6WiseTv.us,us
http://213.91.179.28:8000/play/a0cn,7/8 TV,DEAD,,http_404,,,,,,,,,,1,0,0.0,78TV.bg,bg
https://streamcdnr6-dddfac816632463dac50b21109dc1bb3.msvdn.net/live/S58803518/OOZape6Nxp4H/playlist.m3u8,7 Gold (1080p),DEAD,,http_404,,,,,,,,,,1,0,4.0,7Gold.it,it
https://video1.getstreamhosting.com:1936/8042/8042/playlist.m3u8,7 Info,OK,hls,,0.36,48.65,1939,1940,1,1920x1080,15,30.0,0,1,1,96.6,7Info.ci,ci
https://sscsott.com/7news/live/index.m3u8,7 News (720p),OK,hls,,2.05,5.17,1363,1340,1,1280x720,7,24.0,0,1,1,52.8,7News.pk,pk
https://stream10.xdevel.com/video1s976543-1932/stream/playlist.m3u8,7 RadioVisione (720p),OK,hls,,3.55,2.87,2137,2139,1,1280x720,6,24.0,0,1,1,25.2,7RadioVisione.it,it
https://mumt03.tangotv.in/Dsly5z3H7SMUSIC/index.m3u8,7S Music (576p),SLOW,hls,,4.08,4.06,990,920,1,654x360,6,24.0,0,1,2,18.8,7SMusic.in,in
https://play.cdn.enetres.net/9E9557EFCEBB43A89CEC8FBD3C500247022/028/playlist.m3u8,7 TeleValencia (576p),OK,hls,,2.22,5.56,1223,1385,1,720x576,8,26.9,0,1,1,49.8,Canal7TeleValencia.es,es
https://jmp2.uk/plu-6728c9c85534bb0008b320a4.m3u8,7th Heaven,OK,hls,,0.27,45.59,2481,3063,3,,5,25.0,0,1,1,98.0,7thHeaven.se,se
https://jmp2.uk/plu-6728ca75529ac9000830ab14.m3u8,7th Heaven,OK,hls,,0.54,15.36,2853,3063,3,,5,25.0,0,1,1,87.5,7thHeaven.se,se
https://jmp2.uk/plu-6728cab6e482950008b76d8c.m3u8,7th Heaven,OK,hls,,2.85,95.89,2916,3063,3,,5,25.0,0,1,1,59.2,7thHeaven.se,se
http://31.148.48.15/7TV/index.m3u8,7TV (576p),DEAD,,timeout,,,,,,,,,,2,0,0.0,Seven.ru,ru
https://streaming005.gestec-video.com/hls/canal24.m3u8,8 La Marina TV (576p),OK,hls,,1.69,3.09,1584,,1,,4,72.0,0,1,1,48.4,8LaMarinaTV.es,es
https://60417ddeaf0d9.streamlock.net/ntv/videontv/playlist.m3u8,8NTV (1080p),OK,hls,,1.5,9.36,3233,3276,1,1280x720,12,30.0,0,1,1,66.2,8NTV.mx,mx
http://cdn6.163189.xyz/163189/8tv,8TV,DEAD,other,not_playlist:text/html,,,,,,,,,,1,0,0.0,8TV.my,my
http://115.42.65.142:9981/stream/channelid/582886861,8XM (576p),DEAD,,timeout,,,,,,,,,,2,0,0.0,8XM.pk,pk
https://cdn4.mjunoon.tv:8087/streamtest/135M/chunks.m3u8,8XM HD,OK,hls,,1.47,6.8,516,,1,,6,24.0,0,1,1,58.5,8XM.pk,pk
https://9now-livestreams.akamaized.net/hls/live/2008311/gem-syd/master.m3u8,9Gem (720p) [Geo-blocked],DEAD,,http_400,,,,,,,,,,1,0,4.0,9Gem.au,au
https://9now-livestreams.akamaized.net/hls/live/2008312/go-syd/master.m3u8,9Go! (720p) [Geo-blocked],DEAD,,http_400,,,,,,,,,,1,0,4.0,9Go.au,au
https://9laloma.tv/live.m3u8,9 la Loma TV (1080p) [Geo-blocked],DEAD,,http_403,,,,,,,,,,1,0,4.0,9laLomaTV.es,es
https://9now-livestreams.akamaized.net/hls/live/2008313/life-syd/master.m3u8,9Life (720p) [Geo-blocked],DEAD,,http_400,,,,,,,,,,1,0,4.0,9Life.au,au
https://wiselp.wiseplayout.com/9X_Jalwa/master.m3u8,9X Jalwa (1080p),OK,hls,,0.65,23.96,3250,4000,5,1920x1080,6,60.0,0,1,1,97.7,9XJalwa.in,in
https://amg01281-9xmediapvtltd-9xjhakaas-samsungin-ci2cs.amagi.tv/playlist/amg01281-9xmediapvtltd-9xjhakaas-samsungin/playlist.m3u8,9X Jhakaas (1080p),OK,hls,,2.2,3.25,4142,4716,4,1920x1080,6,60.0,0,1,1,57.2,9XJhakaas.in,in
https://amg01281-9xmediapvtltd-9xtashan-samsungin-xz1sd.amagi.tv/playlist/amg01281-9xmediapvtltd-9xtashan-samsungin/playlist.m3u8,9X Tashan (1080p),OK,hls,,2.22,3.16,4279,4716,4,1920x1080,6,60.0,0,1,1,56.7,9XTashan.in,in
https://9xjio.wiseplayout.com/9XM/master.m3u8,9XM (1080p),OK,hls,,2.97,3.52,3234,4000,5,1920x1080,6,60.0,0,1,1,46.3,9XM.in,in
https://dce3793146fef017.mediapackage.us-west-2.amazonaws.com/out/v1/55cdf73af7894775ba6de8f57482b66a/CMAF_HLS/index.m3u8,10 Bold Adelaide (1080p),OK,hls,,1.67,2.62,412,2751,1,854x480,2,60.1,0,1,1,50.8,10Bold.au,au
https://mumbai-edge.smartplaytv.in/10TV/index.m3u8,10 TV (720p),SLOW,hls,,5.11,3.94,3819,3750,1,1280x720,10,38.4,0,1,2,21.2,10TV.in,in
https://11tv-dp.cdn-04.cosmonova.net.ua/hls/11tv-dp_ua_hi/index.m3u8,11 Kanal (720p),DEAD,,timeout,,,,,,,,,,2,0,4.0,Channel11.ua,ua
https://cloud.fastchannel.es/mic/manifiest/hls/12tv/12tv.m3u8,12TV Alicante (720p),DEAD,hls,"media_curl:bad range in url position 59:
https://st",,,,3360,1,1920x1080,,,,1,1,12.0,12tv.es,es
https://5929b138b139d.streamlock.net/12TVParma/livestream/playlist.m3u8,12 TV Parma (540p) [Not 24/7],OK,hls,,1.53,2.53,1367,1722,1,960x540,3,24.0,0,1,1,53.1,12TVParma.it,it
https://12channel.bonus-tv.ru/cdn/12channel/playlist.m3u8,12 канал (1080p),OK,hls,,2.43,4.54,3197,3374,3,1920x1080,6,36.0,0,1,1,56.6,Channel12.ru,ru
https://origin.dpsgo.com/ssai/event/GI-9cp_bT8KcerLpZwkuhw/master.m3u8,13C (1080p),OK,hls,,0.69,32.47,3738,3898,4,1920x1080,5,100.0,0,1,1,99.7,13C.cl,cl
https://origin.dpsgo.com/ssai/event/BBp0VeP6QtOOlH8nu3bWTg/master.m3u8,13 Entretención (720p),DEAD,hls,media_http_404,,,,5948,4,1920x1080,,,,1,1,20.0,13E.cl,cl
https://origin.dpsgo.com/ssai/event/Nftd0fM2SXasfDlRphvUsg/master.m3u8,13 Festival (1080p),OK,hls,,1.38,8.24,3919,5065,4,1920x1080,5,100.0,0,1,1,77.6,13Festival.cl,cl
https://origin.dpsgo.com/ssai/event/cKWySXKgSK-SzlJmESkOWw/master.m3u8,13 Humor (1080p),DEAD,hls,media_http_404,,,,4716,4,1920x1080,,,,1,1,20.0,13Humor.cl,cl
https://origin.dpsgo.com/ssai/event/LhHrVtyeQkKZ-Ye_xEU75g/master.m3u8,13 Kids (1080p),SLOW,hls,,8.52,0.62,3774,5641,4,1920x1080,5,100.0,0,1,1,20.0,13Kids.cl,cl
https://origin.dpsgo.com/ssai/event/p4mmBxEzSmKAxY1GusOHrw/master.m3u8,13 Prime (720p),DEAD,hls,media_http_404,,,,4228,4,1920x1080,,,,1,1,20.0,13P.cl,cl
https://origin.dpsgo.com/ssai/event/g7_JOM0ORki9SR5RKHe-Kw/master.m3u8,13 Realities (1080p),OK,hls,,2.43,3.62,4136,4339,4,1920x1080,5,100.0,0,1,1,54.7,13Realities.cl,cl
http://45.4.1.201:8000/play/a11i/index.m3u8,13Rec (576p),DEAD,,timeout,,,,,,,,,,2,0,0.0,13Rec.cl,cl
https://live.x2.co.th/live/13livetv-th.m3u8,13 Siam Thai (1080p),SLOW,hls,,4.9,4.75,1145,1250,3,1280x720,14,185.5,0,1,2,30.8,13SiamThai.th,th
https://origin.dpsgo.com/ssai/event/f4TrySe8SoiGF8Lu3EIq1g/master.m3u8,13 Teleseries (720p),SLOW,hls,,8.83,0.62,1756,4112,4,1920x1080,5,100.0,0,1,1,20.0,13T.cl,cl
https://live.15plusmg.ru/memfs/ce3366b1-bf25-4e24-96bb-1adf0d44bd3d.m3u8,15+ Music (1080p),DEAD,,dns,,,,,,,,,,1,0,4.0,15PlusMusic.ru,ru
https://servilive.com:3380/live/v3n6thy7glive.m3u8,15TV,OK,hls,,0.56,9.06,2303,,1,,3,60.1,0,1,1,74.7,15TV.mx,mx
https://v2.tustreaming.cl/enlacebpbtv/index.m3u8,15.1 BPB (720p),OK,hls,,2.15,3.58,2242,2360,1,1280x720,6,20.1,0,1,1,48.1,151BPB.cl,cl
https://jmp2.uk/plu-60940a07d88ba90007b9cb71.m3u8,16 Anni e Incinta,OK,hls,,0.25,73.47,2645,3063,3,,5,25.0,0,1,1,98.2,16AnnieIncinta.de,de
https://cloudfront44.lexanetwork.com:1344/freerelay/16tv.sdp/playlist.m3u8,16tv Budapest (360p),OK,hls,,3.18,4.07,695,674,1,640x360,8,37.4,0,1,1,31.1,16tvBudapest.hu,hu
https://live3-mediaset-it.akamaized.net/Content/hls_h0_clr_vos/live/channel(lb)/index.m3u8,20 Mediaset [Geo-blocked],DEAD,,dns,,,,,,,,,,1,0,4.0,20.it,it
https://live-20minutestv.digiteka.com/1961167769/index.m3u8,20 Minutes TV (1080p),OK,hls,,1.84,5.97,4760,4780,5,1920x1080,6,24.0,0,1,1,67.9,20MinutesTV.fr,fr
https://thelegitpro.in/HDlive/22scope/index.fmp4.m3u8,22Scope News (1080p),SLOW,hls,,4.16,3.74,1309,1510,1,1280x720,6,23.4,0,1,2,20.8,22ScopeNews.in,in
https://panel.host-live.com:19360/cn247tv/cn247tv.m3u8,24/7 Canal de Noticias,OK,hls,,2.31,7.52,1176,910,3,640x360,10,60.0,0,1,1,57.5,247CanaldeNoticias.ar,ar
http://cdn1tlinkgo.tlink.cl/24horashd/mono.m3u8,24 Horas (1080p),DEAD,,timeout,,,,,,,,,,2,0,0.0,24Horas.cl,cl
http://185.47.212.25:8080/24h_HD/index.m3u8,24 Horas Canarias (1080p),DEAD,,http_403,,,,,,,,,,1,0,0.0,24HorasCanarias.es,es
https://d1j2u714xk898n.cloudfront.net/scheduler/scheduleMaster/145.m3u8,24 Hour Free Movies (720p),OK,hls,,0.45,4.48,874,2400,4,1280x720,6,121.1,0,1,1,83.6,24HourFreeMovies.us,us
https://cdn15.live-tv.cloud/ua_infinitas_tv/news24-abr/playlist.m3u8,24 Kanal (720p),OK,hls,,2.67,2.88,1435,1749,2,1280x720,4,24.0,0,1,1,46.4,24Kanal.ua,ua
https://fs.uplink.kz/24KZ/mono.m3u8?token=onlinetv,24KZ (576p),OK,hls,,3.14,2.69,3352,,1,,6,24.0,0,1,1,25.5,24KZ.kz,kz
https://mumt07.tangotv.in/zHjX9OFlTWENTYFOURNEWS/index.m3u8,24 News (576p),SLOW,hls,,3.94,1.02,1010,970,1,654x360,7,8.0,0,1,1,7.7,24News.in,in
https://cdn4.mjunoon.tv:8087/streamtest/146M/chunks.m3u8,24 News HD,OK,hls,,1.48,6.75,491,,1,,7,24.0,0,1,1,58.3,24NewsHD.pk,pk
https://streamvideol1.luxnet.ua/news24/smil:news24.stream.smil/playlist.m3u8,24 Канал (1080p),OK,hls,,2.7,3.17,3008,4000,3,1920x1080,5,30.0,0,1,1,49.5,Channel24.ua,ua
https://live2.msf.cdn.mediaset.net/content/hls_h0_cls_vos/live/channel(ts)/index.m3u8,27 TwentySeven [Geo-blocked],DEAD,,dns,,,,,,,,,,1,0,4.0,Twentyseven.it,it
https://streaming.28kanala.eus/hls/z.m3u8,28 kanala,OK,hls,,2.18,3.76,5216,4224,3,,5,120.0,0,1,1,50.8,28kanala.es,es
https://30a-tv.com/darcizzle.m3u8,30A Darcizzle Offshore (720p),DEAD,hls,media_reset,,,,210,1,1280x720,,,,1,1,9.3,30ADarcizzleOffshore.us,us
https://30a-tv.com/gh.m3u8,30A Georgia Hollywood Review TV (720p),OK,hls,,2.39,4.21,2173,210,1,1280x720,6,180.0,0,1,1,45.9,30AGeorgiaHollywoodReview.us,us
https://30a-tv.com/feeds/vidaa/golf.m3u8,30A Golf Kingdom (720p),OK,hls,,2.23,4.33,2219,210,1,1280x720,6,180.0,0,1,1,48.6,30AGolfKingdom.us,us
https://30a-tv.com/feeds/xodglobal/30atv.m3u8,30A Investment Pitch (720p),OK,hls,,2.17,4.43,2250,210,1,1280x720,6,180.0,0,1,1,49.7,30AInvestmentPitch.us,us
https://30a-tv.com/ln.m3u8,30A Lionel Nation TV,DEAD,hls,segment_http_404,,,,,1,,8,96.0,0,1,1,4.0,30ALionelNation.us,us
https://30a-tv.com/loomer.m3u8,30A Loomered TV,DEAD,hls,segment_http_404,,,,,1,,6,180.0,0,1,1,4.0,30ALoomeredTV.us,us
https://30a-tv.com/feeds/vidaa/luxelife.m3u8,30A Luxe Life Discovered (720p),OK,hls,,2.35,4.26,2205,210,1,1280x720,6,180.0,0,1,1,46.6,30ALuxeLifeDiscovered.us,us
https://30a-tv.com/music.m3u8,30A Music (720p),DEAD,hls,media_reset,,,,210,1,1280x720,,,,1,1,9.3,30AMusic.us,us
https://30a-tv.com/feeds/720p/63.m3u8,30A Ridiculous TV (720p),OK,hls,,1.92,4.24,2199,,1,,6,160.1,0,1,1,47.7,30ARidiculousTV.us,us
https://30a-tv.com/sidewalks.m3u8,30A Sidewalks (720p),OK,hls,,2.18,4.4,2385,210,1,1280x720,6,162.0,0,1,1,49.5,30ASidewalks.us,us
https://30a-tv.com/feeds/masters/30atv.m3u8,30A Television Channel (720p),OK,hls,,2.11,4.34,2250,210,1,1280x720,6,180.0,0,1,1,50.4,30ATelevisionChannel.us,us
https://30a-tv.com/beachy.m3u8,30A The Beach Show (720p),OK,hls,,2.91,3.26,2244,210,1,1280x720,6,170.8,0,1,1,35.9,30ATheBeachShow.us,us
https://30a-tv.com/feeds/pzaz/30atvmovies.m3u8,30A TV Classic Movies (720p),OK,hls,,1.92,4.64,2192,210,1,1280x720,6,180.0,0,1,1,53.8,30ATVClassicMovies.us,us
https://30a-tv.com/feeds/vidaa/cars.m3u8,30A We Love Cars (720p),OK,hls,,2.19,4.93,2423,210,1,1280x720,6,180.0,0,1,1,50.3,30AWeLoveCars.us,us
http://stream.mcquack.net/388/index.m3u8,31 Kanal (576p),OK,hls,,1.85,3.75,1809,1830,1,1048x576,5,20.0,0,1,1,48.0,31Kanal.kz,kz
https://live-evg10.tv360.bitel.com.pe/bitel/36tvSRT/playlist.m3u8,36 TV Huacho (720p),OK,hls,,1.99,7.98,4243,4340,1,1920x1080,7,24.0,0,1,1,60.1,36TVHuacho.pe,pe
https://dash2.antik.sk/live/test_tridsatsest_hd_atktv/playlist.m3u8,36.6 TV,OK,hls,,1.65,4.49,3276,,1,,6,49.9,0,1,1,52.3,366TV.ua,ua
https://jmp2.uk/plu-62e925bc68d18a00077bb990.m3u8,48 Hours,OK,hls,,0.22,84.75,1927,3063,3,,5,25.0,0,1,1,98.7,48Hours.us,us
